day,action,price,predicted_prob,balance,positions,portfolio_value
35,buy,95746.87395405427,0.5110127925872803,1307.5522644752637,1,97054.42621852954
36,buy,96040.13865031378,0.5117781758308411,1307.5522644752637,1,97347.69091478904
37,buy,96108.29568062664,0.5107013583183289,1307.5522644752637,1,97415.84794510191
38,buy,96558.4563096667,0.5115255117416382,1307.5522644752637,1,97866.00857414196
39,buy,96670.89656751911,0.510789155960083,1307.5522644752637,1,97978.44883199438
40,buy,96548.21819135682,0.5107300877571106,1307.5522644752637,1,97855.77045583208
41,buy,96786.35922159551,0.5110296010971069,1307.5522644752637,1,98093.91148607078
42,buy,96713.24797153487,0.510725736618042,1307.5522644752637,1,98020.80023601014
43,hold,96320.3481367958,0.5097057223320007,1307.5522644752637,1,97627.90040127106
44,buy,96154.76117032336,0.5101714730262756,1307.5522644752637,1,97462.31343479862
45,buy,95952.52432602612,0.5114859342575073,1307.5522644752637,1,97260.07659050138
46,buy,96223.7407871112,0.5104090571403503,1307.5522644752637,1,97531.29305158646
47,hold,95905.61306579996,0.5077234506607056,1307.5522644752637,1,97213.16533027522
48,hold,96095.3786132481,0.5051893591880798,1307.5522644752637,1,97402.93087772337
49,hold,96039.32910256687,0.5034806728363037,1307.5522644752637,1,97346.88136704214
50,hold,96003.7579365969,0.5041634440422058,1307.5522644752637,1,97311.31020107216
51,hold,96087.21179559056,0.5045498013496399,1307.5522644752637,1,97394.76406006582
52,hold,96218.75936833653,0.5050025582313538,1307.5522644752637,1,97526.31163281179
53,hold,96072.01389415626,0.505487322807312,1307.5522644752637,1,97379.56615863153
54,hold,95836.79513855922,0.5049431324005127,1307.5522644752637,1,97144.34740303448
55,hold,96168.08067753738,0.5026264786720276,1307.5522644752637,1,97475.63294201264
56,hold,96355.02099871126,0.5035187602043152,1307.5522644752637,1,97662.57326318652
57,hold,96518.94915955854,0.5016934275627136,1307.5522644752637,1,97826.5014240338
58,hold,96645.85029878835,0.5015001893043518,1307.5522644752637,1,97953.40256326362
59,hold,96484.13257174032,0.503182590007782,1307.5522644752637,1,97791.68483621559
60,hold,96501.1504913647,0.5042133927345276,1307.5522644752637,1,97808.70275583996
61,hold,96487.0543625433,0.5042958855628967,1307.5522644752637,1,97794.60662701857
62,hold,96454.446021495,0.5045129656791687,1307.5522644752637,1,97761.99828597026
63,hold,96569.42155748124,0.5060375928878784,1307.5522644752637,1,97876.9738219565
64,hold,97011.60027792904,0.5073063373565674,1307.5522644752637,1,98319.1525424043
65,hold,96779.30602990102,0.509161651134491,1307.5522644752637,1,98086.85829437629
66,buy,97259.0013878456,0.5103167295455933,1307.5522644752637,1,98566.55365232086
67,buy,97267.4076648532,0.5121880173683167,1307.5522644752637,1,98574.95992932847
68,buy,97046.2789388488,0.5119691491127014,1307.5522644752637,1,98353.83120332407
69,buy,97028.92076912236,0.5101727843284607,1307.5522644752637,1,98336.47303359762
70,hold,97117.2428080168,0.5092505216598511,1307.5522644752637,1,98424.79507249207
71,buy,97108.03391440804,0.5102546811103821,1307.5522644752637,1,98415.5861788833
72,buy,96890.28323028825,0.5101637840270996,1307.5522644752637,1,98197.83549476351
73,buy,96808.57964192932,0.510696291923523,1307.5522644752637,1,98116.13190640458
74,hold,96603.27364795694,0.5097737908363342,1307.5522644752637,1,97910.8259124322
75,buy,96550.38390104315,0.5119913220405579,1307.5522644752637,1,97857.93616551842
76,buy,95906.4917165472,0.5107796788215637,1307.5522644752637,1,97214.04398102246
77,hold,96162.1337720586,0.5063648223876953,1307.5522644752637,1,97469.68603653387
78,hold,96498.54652003416,0.5028609037399292,1307.5522644752637,1,97806.09878450942
79,hold,96458.06093493412,0.5073819756507874,1307.5522644752637,1,97765.61319940939
80,hold,96125.10211989976,0.5073566436767578,1307.5522644752637,1,97432.65438437503
81,hold,96218.25827497702,0.5021800994873047,1307.5522644752637,1,97525.81053945229
82,hold,96096.82739593631,0.4991808235645294,1307.5522644752637,1,97404.37966041158
83,hold,96325.2632461819,0.4979346692562103,1307.5522644752637,1,97632.81551065716
84,hold,95340.48294665758,0.49770036339759827,1307.5522644752637,1,96648.03521113284
85,hold,95841.1801230943,0.4970397353172302,1307.5522644752637,1,97148.73238756956
86,hold,96519.9954928284,0.49674439430236816,1307.5522644752637,1,97827.54775730366
87,hold,96766.93559529584,0.4984760880470276,1307.5522644752637,1,98074.4878597711
88,hold,95524.22026320196,0.4986073076725006,1307.5522644752637,1,96831.77252767723
89,hold,95821.87762306974,0.49920210242271423,1307.5522644752637,1,97129.429887545
90,hold,96805.44643078477,0.5015417337417603,1307.5522644752637,1,98112.99869526003
91,hold,96961.36839920148,0.4985250234603882,1307.5522644752637,1,98268.92066367675
92,hold,97071.92621073166,0.5027962327003479,1307.5522644752637,1,98379.47847520692
93,hold,97151.54613521088,0.5045790672302246,1307.5522644752637,1,98459.09839968615
94,hold,97464.14633368152,0.5053812861442566,1307.5522644752637,1,98771.69859815679
95,hold,97701.28028726348,0.5048025846481323,1307.5522644752637,1,99008.83255173874
96,hold,97510.84742833716,0.5046441555023193,1307.5522644752637,1,98818.39969281243
97,hold,97730.6646229808,0.5062360763549805,1307.5522644752637,1,99038.21688745606
98,hold,97731.48183582604,0.5073404908180237,1307.5522644752637,1,99039.0341003013
99,hold,97403.90940767614,0.5077612996101379,1307.5522644752637,1,98711.4616721514
100,hold,98334.08502172824,0.5081268548965454,1307.5522644752637,1,99641.6372862035
101,hold,97346.47301436782,0.5080110430717468,1307.5522644752637,1,98654.02527884308
102,hold,97251.75237452232,0.5047109723091125,1307.5522644752637,1,98559.30463899758
103,hold,97303.13910111328,0.5029199123382568,1307.5522644752637,1,98610.69136558854
104,hold,97523.71433146537,0.5037713050842285,1307.5522644752637,1,98831.26659594063
105,hold,97585.55088034496,0.5055558085441589,1307.5522644752637,1,98893.10314482023
106,hold,97367.3655911921,0.503241777420044,1307.5522644752637,1,98674.91785566736
107,hold,97343.1682807978,0.50041264295578,1307.5522644752637,1,98650.72054527307
108,hold,97398.42007998588,0.4999886155128479,1307.5522644752637,1,98705.97234446114
109,hold,97390.4434974332,0.5011979341506958,1307.5522644752637,1,98697.99576190846
110,hold,97465.03795561656,0.5020443201065063,1307.5522644752637,1,98772.59022009182
111,hold,97996.74379122132,0.5039713382720947,1307.5522644752637,1,99304.29605569658
112,hold,98062.17536313026,0.5052377581596375,1307.5522644752637,1,99369.72762760552
113,hold,97840.1754897783,0.5050254464149475,1307.5522644752637,1,99147.72775425356
114,hold,97607.9294183258,0.507331907749176,1307.5522644752637,1,98915.48168280107
115,buy,98044.67328804094,0.5113524198532104,1307.5522644752637,1,99352.2255525162
116,buy,98467.0013054058,0.5120925903320312,1307.5522644752637,1,99774.55356988107
117,buy,98423.6912281288,0.5123512148857117,1307.5522644752637,1,99731.24349260406
118,buy,98291.91112214026,0.5129112601280212,1307.5522644752637,1,99599.46338661552
119,buy,98271.14915988536,0.5131529569625854,1307.5522644752637,1,99578.70142436062
120,buy,98047.45718678788,0.513509213924408,1307.5522644752637,1,99355.00945126315
121,buy,98009.83713490752,0.5137930512428284,1307.5522644752637,1,99317.38939938278
122,buy,98146.26604694664,0.5132443904876709,1307.5522644752637,1,99453.8183114219
123,buy,97785.0383083442,0.5100718140602112,1307.5522644752637,1,99092.59057281946
124,buy,96938.19708318583,0.5113537907600403,1307.5522644752637,1,98245.7493476611
125,buy,96977.78556048904,0.5108718872070312,1307.5522644752637,1,98285.3378249643
126,hold,96889.91975757857,0.5092470645904541,1307.5522644752637,1,98197.47202205383
127,hold,96315.37542059056,0.5085092782974243,1307.5522644752637,1,97622.92768506582
128,buy,96084.83930864246,0.5108706951141357,1307.5522644752637,1,97392.39157311773
129,buy,95551.77083156312,0.5117720365524292,1307.5522644752637,1,96859.32309603838
130,buy,95017.42507160608,0.5112252831459045,1307.5522644752637,1,96324.97733608134
131,hold,95303.46815226416,0.5085616111755371,1307.5522644752637,1,96611.02041673943
132,hold,96328.03689038444,0.5075585246086121,1307.5522644752637,1,97635.5891548597
133,hold,95561.70494164276,0.5061272382736206,1307.5522644752637,1,96869.25720611803
134,hold,95743.13972459144,0.503263533115387,1307.5522644752637,1,97050.6919890667
135,hold,96077.33083493996,0.5032303929328918,1307.5522644752637,1,97384.88309941522
136,hold,96150.97841210228,0.5043546557426453,1307.5522644752637,1,97458.53067657755
137,hold,95535.57535709743,0.5039476156234741,1307.5522644752637,1,96843.1276215727
138,hold,95372.3009301196,0.5050029158592224,1307.5522644752637,1,96679.85319459486
139,hold,95508.78766861194,0.5098586082458496,1307.5522644752637,1,96816.3399330872
140,hold,95862.97586573692,0.5090534090995789,1307.5522644752637,1,97170.52813021219
141,hold,95809.99388128315,0.5058408975601196,1307.5522644752637,1,97117.54614575842
142,hold,95946.08824913332,0.499308705329895,1307.5522644752637,1,97253.64051360858
143,hold,96281.23094009244,0.4965222179889679,1307.5522644752637,1,97588.7832045677
144,hold,96126.64137548784,0.4986085295677185,1307.5522644752637,1,97434.19363996311
145,hold,95982.41228195449,0.49944379925727844,1307.5522644752637,1,97289.96454642975
146,hold,96108.54335491334,0.5007557272911072,1307.5522644752637,1,97416.09561938861
147,hold,95918.149123023,0.49859169125556946,1307.5522644752637,1,97225.70138749827
148,hold,94907.03940613412,0.4973566234111786,1307.5522644752637,1,96214.59167060938
149,hold,95383.62955535506,0.49811020493507385,1307.5522644752637,1,96691.18181983032
150,hold,95853.86268315182,0.49948650598526,1307.5522644752637,1,97161.41494762708
151,hold,97131.40302480536,0.49963298439979553,1307.5522644752637,1,98438.95528928062
152,hold,97372.92506928636,0.5028239488601685,1307.5522644752637,1,98680.47733376162
153,hold,96927.40233152782,0.5033305883407593,1307.5522644752637,1,98234.95459600308
154,hold,97041.14442247873,0.506844162940979,1307.5522644752637,1,98348.69668695399
155,hold,96953.21159837976,0.5092453360557556,1307.5522644752637,1,98260.76386285502
156,buy,97581.66121244404,0.5120347738265991,1307.5522644752637,1,98889.2134769193
157,buy,97917.74883920768,0.5122729539871216,1307.5522644752637,1,99225.30110368294
158,buy,97886.93195784716,0.512396514415741,1307.5522644752637,1,99194.48422232243
159,buy,97822.8847791465,0.5112431645393372,1307.5522644752637,1,99130.43704362176
160,buy,97984.76780314116,0.5110393166542053,1307.5522644752637,1,99292.32006761643
161,buy,97482.69236537756,0.5116772651672363,1307.5522644752637,1,98790.24462985282
162,buy,97545.82090794372,0.5123056173324585,1307.5522644752637,1,98853.37317241899
163,buy,96884.50484747117,0.5113745927810669,1307.5522644752637,1,98192.05711194643
164,buy,96702.94414130866,0.5119340419769287,1307.5522644752637,1,98010.49640578392
165,buy,96045.87665482669,0.5119688510894775,1307.5522644752637,1,97353.42891930195
166,buy,96036.93855574472,0.512751579284668,1307.5522644752637,1,97344.49082021999
167,buy,95893.42457979696,0.5125589966773987,1307.5522644752637,1,97200.97684427223
168,buy,96255.72778377474,0.5107897520065308,1307.5522644752637,1,97563.28004825
169,buy,96139.62356455377,0.5106565952301025,1307.5522644752637,1,97447.17582902903
170,hold,95946.82224702308,0.5067291259765625,1307.5522644752637,1,97254.37451149835
171,hold,95767.65830889478,0.5036643147468567,1307.5522644752637,1,97075.21057337004
172,hold,96113.53673267111,0.5032938122749329,1307.5522644752637,1,97421.08899714638
173,hold,95878.64612431273,0.5015121698379517,1307.5522644752637,1,97186.19838878799
174,hold,95917.38358350989,0.5004341006278992,1307.5522644752637,1,97224.93584798515
175,hold,95458.140300641,0.5024251937866211,1307.5522644752637,1,96765.69256511626
176,hold,95637.78525555778,0.5031663775444031,1307.5522644752637,1,96945.33752003305
177,hold,96003.14980785846,0.5009151101112366,1307.5522644752637,1,97310.70207233372
178,hold,95782.51396129552,0.5027324557304382,1307.5522644752637,1,97090.06622577079
179,hold,96300.0609397171,0.5040321350097656,1307.5522644752637,1,97607.61320419237
180,hold,96497.23557421484,0.5043067336082458,1307.5522644752637,1,97804.7878386901
181,hold,96374.20669516998,0.5032889246940613,1307.5522644752637,1,97681.75895964525
182,hold,96666.70960779543,0.5038259029388428,1307.5522644752637,1,97974.2618722707
183,hold,96828.89943203412,0.5026766061782837,1307.5522644752637,1,98136.45169650938
184,hold,96532.5779782049,0.5032230615615845,1307.5522644752637,1,97840.13024268017
185,hold,96579.33951604052,0.5045284628868103,1307.5522644752637,1,97886.89178051578
186,hold,97152.49941358573,0.5069558024406433,1307.5522644752637,1,98460.05167806099
187,hold,96779.1732418888,0.5071924924850464,1307.5522644752637,1,98086.72550636406
188,hold,96703.60390210796,0.5040220618247986,1307.5522644752637,1,98011.15616658323
189,hold,96772.32613035056,0.5050766468048096,1307.5522644752637,1,98079.87839482582
190,hold,97004.55038734362,0.5014194250106812,1307.5522644752637,1,98312.10265181889
191,hold,96886.55281117091,0.4971703290939331,1307.5522644752637,1,98194.10507564618
192,hold,97140.50472343343,0.4990774691104889,1307.5522644752637,1,98448.0569879087
193,hold,97031.12535349323,0.501873791217804,1307.5522644752637,1,98338.6776179685
194,hold,96901.61280060271,0.5061852931976318,1307.5522644752637,1,98209.16506507798
195,hold,96674.16542518877,0.5072846412658691,1307.5522644752637,1,97981.71768966403
196,hold,96817.72457029505,0.5084257125854492,1307.5522644752637,1,98125.27683477031
197,hold,97324.06933798644,0.506868839263916,1307.5522644752637,1,98631.6216024617
198,hold,96961.0929667185,0.5066370368003845,1307.5522644752637,1,98268.64523119376
199,hold,97772.85353304356,0.5047026872634888,1307.5522644752637,1,99080.40579751882
200,hold,98623.62137807804,0.5043063163757324,1307.5522644752637,1,99931.1736425533
201,hold,98214.29854725616,0.5052482485771179,1307.5522644752637,1,99521.85081173142
202,hold,97961.4270398272,0.5064031481742859,1307.5522644752637,1,99268.97930430247
203,hold,97314.71761687646,0.5068797469139099,1307.5522644752637,1,98622.26988135172
204,hold,97381.316075489,0.5076032876968384,1307.5522644752637,1,98688.86833996426
205,hold,97190.84281503958,0.5086051821708679,1307.5522644752637,1,98498.39507951484
206,hold,97525.56432832252,0.5081738233566284,1307.5522644752637,1,98833.11659279779
207,hold,97465.7434657022,0.5074857473373413,1307.5522644752637,1,98773.29573017746
208,hold,97811.65069075664,0.5053876638412476,1307.5522644752637,1,99119.2029552319
209,hold,97810.11853984169,0.5052099823951721,1307.5522644752637,1,99117.67080431695
210,hold,97680.37583137362,0.5040819048881531,1307.5522644752637,1,98987.92809584888
211,hold,97555.50423518383,0.5037201642990112,1307.5522644752637,1,98863.0564996591
212,hold,97596.36340969728,0.5045453906059265,1307.5522644752637,1,98903.91567417255
213,hold,97534.0341241394,0.5046480894088745,1307.5522644752637,1,98841.58638861467
214,hold,97401.87016895856,0.5063014626502991,1307.5522644752637,1,98709.42243343382
215,hold,97504.16571792304,0.5085543990135193,1307.5522644752637,1,98811.7179823983
216,hold,97524.57452619588,0.5082827806472778,1307.5522644752637,1,98832.12679067114
217,hold,97726.54687428048,0.5081413388252258,1307.5522644752637,1,99034.09913875574
218,hold,97599.45342665966,0.5084162354469299,1307.5522644752637,1,98907.00569113492
219,hold,97755.5730165084,0.5068029165267944,1307.5522644752637,1,99063.12528098366
220,hold,97743.06912727188,0.5077124834060669,1307.5522644752637,1,99050.62139174715
221,hold,97643.0299891492,0.5070361495018005,1307.5522644752637,1,98950.58225362447
222,hold,97690.3014654932,0.5070733428001404,1307.5522644752637,1,98997.85372996847
223,hold,97533.1040216401,0.5064993500709534,1307.5522644752637,1,98840.65628611537
224,hold,97422.02899712168,0.5075685381889343,1307.5522644752637,1,98729.58126159695
225,hold,97595.31113086388,0.5081847310066223,1307.5522644752637,1,98902.86339533914
226,hold,97588.8335031766,0.5087939500808716,1307.5522644752637,1,98896.38576765187
227,hold,97552.1703817922,0.5083755850791931,1307.5522644752637,1,98859.72264626746
228,hold,97709.33332248866,0.509480357170105,1307.5522644752637,1,99016.88558696392
229,buy,97545.4160810322,0.5113039016723633,1307.5522644752637,1,98852.96834550747
230,buy,97651.63779310408,0.512240469455719,1307.5522644752637,1,98959.19005757934
231,buy,97619.7866463706,0.5116552114486694,1307.5522644752637,1,98927.33891084587
232,buy,97670.4350400804,0.5118922591209412,1307.5522644752637,1,98977.98730455566
233,buy,97548.37442069995,0.5109779834747314,1307.5522644752637,1,98855.92668517522
234,buy,97557.1527649986,0.5116289258003235,1307.5522644752637,1,98864.70502947386
235,buy,97540.4302583713,0.5122844576835632,1307.5522644752637,1,98847.98252284656
236,buy,97602.86236725132,0.5121021866798401,1307.5522644752637,1,98910.41463172658
237,buy,97485.10316361366,0.5120623111724854,1307.5522644752637,1,98792.65542808892
238,buy,97230.9985896581,0.5113908648490906,1307.5522644752637,1,98538.55085413337
239,buy,97125.39953728912,0.5114321708679199,1307.5522644752637,1,98432.95180176439
240,buy,97374.59042056216,0.5116446018218994,1307.5522644752637,1,98682.14268503743
241,buy,97179.53603625878,0.5109074711799622,1307.5522644752637,1,98487.08830073405
242,buy,97336.20781895904,0.5111415386199951,1307.5522644752637,1,98643.7600834343
243,hold,97102.97273794796,0.5095608830451965,1307.5522644752637,1,98410.52500242322
244,buy,96820.88754034556,0.5102924704551697,1307.5522644752637,1,98128.43980482082
245,buy,96973.53423641954,0.5121464729309082,1307.5522644752637,1,98281.0865008948
246,buy,96965.21530590902,0.5120725631713867,1307.5522644752637,1,98272.76757038428
247,buy,97074.7553724119,0.5110575556755066,1307.5522644752637,1,98382.30763688717
248,buy,96972.41824936462,0.5115023255348206,1307.5522644752637,1,98279.97051383989
249,buy,96911.18680524954,0.5116272568702698,1307.5522644752637,1,98218.7390697248
250,buy,97057.54396616184,0.5117624402046204,1307.5522644752637,1,98365.09623063711
251,buy,96915.5877673498,0.5113499760627747,1307.5522644752637,1,98223.14003182507
252,buy,97161.8859953998,0.510728120803833,1307.5522644752637,1,98469.43825987507
253,buy,96889.88885007308,0.5112180709838867,1307.5522644752637,1,98197.44111454835
254,buy,96122.86600485024,0.5113505721092224,1307.5522644752637,1,97430.4182693255
255,buy,96306.8893048766,0.5112690925598145,1307.5522644752637,1,97614.44156935187
256,buy,96529.14863264606,0.5114542841911316,1307.5522644752637,1,97836.70089712132
257,buy,96203.28295054514,0.511644184589386,1307.5522644752637,1,97510.8352150204
258,hold,96185.61060460084,0.5092617273330688,1307.5522644752637,1,97493.1628690761
259,hold,96124.05481404,0.5071638822555542,1307.5522644752637,1,97431.60707851527
260,hold,96258.4683507194,0.5039722323417664,1307.5522644752637,1,97566.02061519466
261,hold,96363.60291349764,0.508258044719696,1307.5522644752637,1,97671.1551779729
262,buy,96103.04905731312,0.5104861855506897,1307.5522644752637,1,97410.60132178839
263,buy,96125.59652377032,0.5107705593109131,1307.5522644752637,1,97433.14878824558
264,buy,96162.96642649428,0.5112809538841248,1307.5522644752637,1,97470.51869096955
265,buy,96115.17848679268,0.5107355713844299,1307.5522644752637,1,97422.73075126794
266,hold,96070.76836745604,0.5082342028617859,1307.5522644752637,1,97378.3206319313
267,hold,96472.19885359016,0.5048112273216248,1307.5522644752637,1,97779.75111806543
268,hold,96469.90302563595,0.5060851573944092,1307.5522644752637,1,97777.45529011122
269,hold,96825.39185696324,0.5073915123939514,1307.5522644752637,1,98132.9441214385
270,hold,95601.77121160176,0.5086067914962769,1307.5522644752637,1,96909.32347607703
271,hold,95367.30839787448,0.5057240724563599,1307.5522644752637,1,96674.86066234975
272,hold,95473.9227113629,0.5059416890144348,1307.5522644752637,1,96781.47497583817
273,hold,95305.81471590063,0.5052980184555054,1307.5522644752637,1,96613.3669803759
274,hold,95517.3362841228,0.5055634379386902,1307.5522644752637,1,96824.88854859806
275,hold,96001.22510228083,0.5079799890518188,1307.5522644752637,1,97308.7773667561
276,buy,96394.20010452531,0.5100688338279724,1307.5522644752637,1,97701.75236900058
277,buy,95910.6343997475,0.5110013484954834,1307.5522644752637,1,97218.18666422277
278,buy,95784.62953852078,0.5116596221923828,1307.5522644752637,1,97092.18180299604
279,hold,95657.12403089936,0.5093483328819275,1307.5522644752637,1,96964.67629537462
280,hold,96283.17216937793,0.5080509185791016,1307.5522644752637,1,97590.72443385319
281,hold,96049.47160409924,0.508028507232666,1307.5522644752637,1,97357.0238685745
282,hold,96188.68435164474,0.5046872496604919,1307.5522644752637,1,97496.23661612
283,hold,96057.16749618897,0.5035935044288635,1307.5522644752637,1,97364.71976066423
284,hold,95607.02526683104,0.506670355796814,1307.5522644752637,1,96914.5775313063
285,hold,95364.76732236886,0.5084725618362427,1307.5522644752637,1,96672.31958684413
286,buy,95318.63732379171,0.5116912722587585,1307.5522644752637,1,96626.18958826698
287,buy,95189.2521445793,0.5124666690826416,1307.5522644752637,1,96496.80440905456
288,buy,95719.26020920448,0.5126744508743286,1307.5522644752637,1,97026.81247367975
289,buy,95713.43307222998,0.5123891830444336,1307.5522644752637,1,97020.98533670524
290,buy,95626.63610131448,0.5120781660079956,1307.5522644752637,1,96934.18836578974
291,hold,96171.78850952118,0.5085322260856628,1307.5522644752637,1,97479.34077399645
292,hold,96130.53749194527,0.5053452253341675,1307.5522644752637,1,97438.08975642054
293,hold,95503.68783507988,0.5025668740272522,1307.5522644752637,1,96811.24009955514
294,hold,95429.11009120086,0.5036836266517639,1307.5522644752637,1,96736.66235567612
295,hold,94580.67364083909,0.5042353272438049,1307.5522644752637,1,95888.22590531435
296,hold,94035.03488149004,0.5024639368057251,1307.5522644752637,1,95342.5871459653
297,hold,93902.52254777656,0.502203106880188,1307.5522644752637,1,95210.07481225183
298,hold,94054.50815083836,0.5046527981758118,1307.5522644752637,1,95362.06041531362
299,hold,94134.52184393156,0.505124568939209,1307.5522644752637,1,95442.07410840683
300,hold,94953.73212288551,0.5032416582107544,1307.5522644752637,1,96261.28438736078
301,hold,95259.61791981726,0.5021803379058838,1307.5522644752637,1,96567.17018429252
302,hold,95613.70786478418,0.5024566650390625,1307.5522644752637,1,96921.26012925945
303,hold,95280.7459174621,0.5008931159973145,1307.5522644752637,1,96588.29818193737
304,hold,95317.50472754848,0.49930620193481445,1307.5522644752637,1,96625.05699202375
305,hold,95727.74865208808,0.4991430342197418,1307.5522644752637,1,97035.30091656334
306,hold,95665.49231937548,0.5014680624008179,1307.5522644752637,1,96973.04458385074
307,hold,95176.94369782116,0.5024871826171875,1307.5522644752637,1,96484.49596229642
308,hold,95224.12571943826,0.5058761835098267,1307.5522644752637,1,96531.67798391353
309,hold,95586.35220471297,0.5058085322380066,1307.5522644752637,1,96893.90446918823
310,hold,95680.7581641533,0.505033552646637,1307.5522644752637,1,96988.31042862857
311,hold,95590.61583351126,0.5028067231178284,1307.5522644752637,1,96898.16809798652
312,hold,95949.78606201638,0.5063730478286743,1307.5522644752637,1,97257.33832649165
313,hold,96302.84963715746,0.504654049873352,1307.5522644752637,1,97610.40190163272
314,hold,96414.46175112732,0.5043555498123169,1307.5522644752637,1,97722.01401560259
315,hold,96194.7062967688,0.5024390816688538,1307.5522644752637,1,97502.25856124406
316,hold,96235.0904105848,0.5012485384941101,1307.5522644752637,1,97542.64267506007
317,hold,95728.44469201894,0.5006773471832275,1307.5522644752637,1,97035.9969564942
318,hold,95946.65997661932,0.49992430210113525,1307.5522644752637,1,97254.21224109459
319,hold,96051.7756014956,0.50082927942276,1307.5522644752637,1,97359.32786597086
320,hold,96386.72652871325,0.49948054552078247,1307.5522644752637,1,97694.27879318851
321,hold,95622.78488625766,0.5004765391349792,1307.5522644752637,1,96930.33715073293
322,hold,96157.47075255743,0.5005077719688416,1307.5522644752637,1,97465.0230170327
323,hold,96137.40416742313,0.5023712515830994,1307.5522644752637,1,97444.95643189839
324,hold,96423.82994264696,0.503134548664093,1307.5522644752637,1,97731.38220712222
325,hold,96540.84301900618,0.5029693245887756,1307.5522644752637,1,97848.39528348144
326,hold,96631.9764747056,0.5020043253898621,1307.5522644752637,1,97939.52873918087
327,hold,96836.56956169584,0.5017972588539124,1307.5522644752637,1,98144.1218261711
328,hold,96753.44819523896,0.5009047985076904,1307.5522644752637,1,98061.00045971423
329,hold,97179.21961256368,0.5020951628684998,1307.5522644752637,1,98486.77187703895
330,hold,97060.52011571352,0.5015732645988464,1307.5522644752637,1,98368.07238018878
331,hold,97183.01235981268,0.5008226633071899,1307.5522644752637,1,98490.56462428794
332,hold,96922.7147115594,0.503562331199646,1307.5522644752637,1,98230.26697603466
333,hold,96913.83407061106,0.5073310732841492,1307.5522644752637,1,98221.38633508632
334,hold,97004.88168451516,0.5038017630577087,1307.5522644752637,1,98312.43394899042
335,hold,97188.8027667773,0.5010078549385071,1307.5522644752637,1,98496.35503125256
336,hold,97192.89155485418,0.49877527356147766,1307.5522644752637,1,98500.44381932945
337,hold,97406.95451404071,0.49815833568573,1307.5522644752637,1,98714.50677851598
338,hold,97248.1393050458,0.498557448387146,1307.5522644752637,1,98555.69156952106
339,hold,97439.5651782597,0.5020800828933716,1307.5522644752637,1,98747.11744273496
340,hold,97597.5898426476,0.5023377537727356,1307.5522644752637,1,98905.14210712287
