timestamp,price,volume,market_cap,returns,log_returns,sma_20,sma_50,ema_12,ema_26,rsi,stoch,stoch_signal,cci,adx,macd,macd_signal,macd_diff,bollinger_high,bollinger_low,bollinger_mid,bollinger_pband,bollinger_wband,atr,daily_volatility,volume_sma_20,volume_ema_20,force_index,ease_of_movement,volume_price_trend,mkt_cap_sma_20,mkt_cap_ratio,price_to_sma_20,volume_to_sma_20
2025-02-08 23:03:50.607,96487.0543625433,17309338168.577934,1912518704714.4302,-0.00014607213229700378,-0.00014608280186934053,96239.18599334448,96823.78516314231,96374.60446151593,96464.41826447274,50.21148972144897,80.37266875597366,80.83305508345387,78.23142350523126,9.5953850943786,-89.8138029568072,-183.88007917825715,94.06627622144995,96731.88101970011,95746.49096698884,96239.18599334448,0.7515434050879892,1.0238969111598852,205.19076067992893,0.0020705066678951656,39973183336.59311,36260464675.4313,364563872979.49133,-0.0,1547247.344086491,1907646928594.7642,1.002553814359796,1.0025755451549223,0.4330237605252782
2025-02-09 00:04:17.343,96454.44602149501,20932503231.866684,1912742717871.6714,-0.00033795560724414475,-0.00033801272710931585,96226.24589584248,96817.1823826787,96386.88777843579,96463.67957980774,49.60509717351051,76.34224627661376,79.60995964634728,77.73867805666724,8.966415134278625,-76.79180137194635,-162.46242361699498,85.67062224504863,96680.55749443184,95771.93429725313,96226.24589584248,0.7511493503149509,0.9442571397435793,192.86344499195522,0.0020662122394086834,38276386981.86315,34800658823.66324,214972719071.09433,-0.0,-9602668.775800651,1907434552000.393,1.0027828823094933,1.0023714956717686,0.546877719722745
2025-02-09 01:03:49.419,96569.42155748123,20981661059.98133,1914144678004.04,0.0011920190382990192,0.0011913091476838389,96238.69956687676,96809.99378230669,96414.96989828894,96471.51231889466,51.8147609117488,90.55333368302155,82.42274957186963,104.6706700037278,8.585208469222838,-56.54242060572142,-141.27842301474027,84.73600240901885,96715.73364691893,95761.6654868346,96238.69956687676,0.8466439867097416,0.9913560390758931,187.30002292011682,0.0018643229784704913,36695302445.28525,33484563798.550674,528887720097.00946,0.0,17936282.59777058,1907684440090.6558,1.0033864290013694,1.0034364760963406,0.5717805730383654
2025-02-09 02:03:48.177,97011.60027792904,22300055938.266335,1919341614158.239,0.004578868893654997,0.004568417764239996,96281.54152225706,96818.87309056142,96506.75918746434,96511.51883437869,59.22035777863459,100.0,88.9651933198784,195.17010089406938,9.28917326122615,-4.759646914346376,-113.9746677946615,109.21502088031512,96863.16489859641,95699.9181459177,96281.54152225706,1.1276043788566916,1.2081721317370102,205.5056441720954,0.0020573145299804985,35064746094.95442,32419372573.761692,1861990931611.3435,0.0,127119571.90113355,1908301099183.6887,1.0057855204188024,1.0075825412029078,0.6359679855624325
2025-02-09 03:03:53.688,96779.30602990102,22065219206.383408,1918552782939.359,-0.002394499702741859,-0.002397371101780621,96322.88060745079,96821.33153331382,96548.68947091614,96531.3549229359,54.483038359298654,80.22699763191176,90.26011043831106,118.02512792776942,9.266094936752662,17.334547980237403,-87.71282463968171,105.04737261991912,96922.3416236785,95723.41959122308,96322.88060745079,0.8806965007686672,1.2446907992104626,207.41911587608988,0.0020772412386997254,33456468156.713715,31433262729.249474,863760298078.264,-0.0,49273871.631876245,1909118563127.388,1.0049416626050278,1.0047384943179838,0.6595202788001272
2025-02-09 04:08:40.312,97259.00138784561,20585553113.938736,1928991479028.1665,0.004956590180512199,0.004944346727921101,96374.6436374875,96817.2351421111,96657.96822736683,96585.25466107737,61.35749875511772,100.0,93.40899921063722,198.8789508079171,10.226730834858575,72.71356628945796,-55.62754645385378,128.34111274331173,97097.09401444398,95652.19326053103,96374.6436374875,1.1120543213526355,1.4992540562307402,226.86741888098229,0.002253634843273418,32041847726.726326,30400147527.791306,2151050865421.0947,0.0,49198989.59433901,1910140414084.7324,1.0098689419921345,1.009176249239215,0.6424583653697407
2025-02-09 05:03:52.099,97267.4076648532,23244550689.437756,1928291799235.9827,8.64318663327257e-05,8.642813131487515e-05,96442.73336744017,96810.87176490431,96751.72814082628,96635.78451320893,61.467327834235675,100.0,93.40899921063722,176.87842770904808,11.134439751545203,115.94362761735101,-21.313311639612827,137.25693925696385,97229.37006130893,95656.09667357142,96442.73336744017,1.024177364112779,1.6313031918573386,211.26305160431198,0.0020692259027524206,30712288500.607323,29718662114.614777,1871672189219.8765,0.0,104043220.32311034,1911457152141.3047,1.0088072322603827,1.0085509220717654,0.7568485392737212
2025-02-09 06:03:57.204,97046.2789388488,19864425680.990257,1923427493683.4175,-0.0022734102955260793,-0.0022759984160298785,96490.27838372022,96802.95640734615,96797.04364821436,96666.19150770077,56.88705143191665,79.88508164032945,93.29502721344312,116.32563900978766,11.32298711670864,130.85214051358344,9.119778791026427,121.73236172255702,97301.74468625535,95678.81208118508,96490.27838372022,0.8425900455703238,1.681964890407121,211.96774263289004,0.0021486355564732424,30016559170.589783,28780163406.65054,976776855953.244,-0.0,-43150919.95972369,1912435668604.1477,1.005747552850911,1.0057622442845227,0.6617822372010386
2025-02-09 07:03:49.412,97028.92076912236,21122295067.019207,1923312604412.956,-0.00017886486649720812,-0.00017888086472517273,96539.75796704799,96794.3523147921,96832.71705143097,96693.06034188015,56.53094725628101,73.86120330546926,84.58209498193287,99.1294756554457,11.447194787841028,139.6567095508217,35.22716494298548,104.4295446078362,97355.87114334207,95723.64479075391,96539.75796704799,0.7996905431031182,1.6907296920562889,198.06705885385827,0.0021398425427325636,28561968577.801643,28050842612.399937,784859536133.4408,-0.0,-48938026.345151335,1913413295615.8203,1.005173638554628,1.0050669569965291,0.7395251839691278
2025-02-09 08:04:08.033,97117.2428080168,18280665751.130898,1924237068808.4802,0.0009102650858563432,0.0009098510458311893,96595.43221061898,96789.61170580456,96876.49024475185,96724.48126529768,57.97255295594013,81.52866644284722,78.42498379621527,102.55256439471853,11.768474153843831,152.0089794541709,58.58352784522257,93.42545160894835,97409.60711364239,95781.25730759557,96595.43221061898,0.8204536245591093,1.6857420364312043,190.22812885675742,0.002131101321622446,27050021224.472736,27120349577.993362,903391841184.0576,0.0,12862215.292186508,1914494580347.612,1.0050888044086808,1.0054020214564603,0.6758096638605217
2025-02-09 09:03:52.948,97108.03391440804,22060758822.330208,1925288087697.5227,-9.482243670133617e-05,-9.482693263151987e-05,96646.47331655984,96794.23455316588,96912.1123477759,96752.89257263919,57.75747417819346,80.39590775933452,78.59525916921696,89.29384668753399,12.036079454025483,159.21977513670572,78.7107773035192,80.50899783318653,97454.77678557739,95838.1698475423,96646.47331655984,0.7855119491254927,1.6727014267142275,177.29818348190102,0.002135087509596726,25774594611.719044,26638483791.73973,745313695168.6896,-0.0,14548396.872449998,1915528725428.6626,1.00509486604889,1.0047757624464617,0.8559109912168996
2025-02-09 10:03:54.094,96890.28323028823,21946827190.285763,1921409730716.0417,-0.0022423549869389214,-0.0022448728295181297,96680.04950965745,96796.72905291656,96908.75402200856,96763.06965839097,52.77190589187436,53.61104208961905,71.84520543060023,41.37282913382687,11.572346049005715,145.68436361759086,92.10549456633353,53.57886905125733,97470.07853795936,95890.02048135553,96680.04950965745,0.6330544278117614,1.6343165571569063,180.18764781317986,0.002211789591604174,24588661274.77535,26191659353.50602,-43864923418.81665,-0.0,-51304432.30463648,1916175448568.7788,1.0027316298991162,1.002174530543758,0.8925588483664317
2025-02-09 11:03:57.408,96808.57964192933,18838000900.018387,1918546778372.9604,-0.0008432588453137768,-0.000843614588056596,96716.87779704608,96790.31638239624,96893.34257891946,96766.4407682827,50.99327564677662,43.56092606921308,59.18929197272218,19.420888816141936,10.88764642361625,126.90181063675846,99.06475778041852,27.837052856339938,97457.20415183065,95976.55144226151,96716.87779704608,0.5619333921388884,1.5309145035432106,173.153072137874,0.002186472897833976,23566367345.61275,25491310929.36434,-257474544507.507,-0.0,-65097888.28459296,1916883476740.1587,1.0008677113935116,1.0009481472827906,0.7993595543916265
2025-02-09 12:05:50.891,96603.27364795694,22748791215.609726,1915330393756.7566,-0.0021207417228076286,-0.002122993679979146,96755.20172251597,96775.64123556273,96848.7165895406,96754.35431492524,46.73107539346764,18.30684481584572,38.49293765822592,-36.63604552546871,10.57694662286257,94.36227461537055,98.12426114740893,-3.761986532038378,97379.60567983784,96130.79776519409,96755.20172251597,0.37834151851739123,1.2906881412176738,175.449709411768,0.0021652588948418163,22957867930.290794,25230118575.673428,-887901494176.5953,-0.0,-64129621.561353855,1917728599634.5933,0.9987494550176216,0.9984297684067185,0.9908930256365309
2025-02-09 13:03:52.621,96550.38390104315,22870617866.118927,1913712225325.2095,-0.0005474943541409205,-0.0005476442839018603,96774.31688369127,96760.32058326043,96802.8192528487,96739.24539537841,45.672003252009326,11.801033951841086,24.5562682789666,-58.01028844889841,10.439735685228198,63.573857470284565,91.21418041198407,-27.64032294169951,97346.91324071727,96201.72052666526,96774.31688369127,0.30445825414329264,1.1833642963642605,166.69542637619801,0.002049847151982443,22507629308.674103,25005404222.382523,-933861450822.9381,-0.0,-60765844.83179935,1918104813142.5923,0.9977099333741903,0.9976860287950444,1.0161273563051323
2025-02-09 14:03:56.421,95906.49171654721,19310317195.125618,1900675686548.407,-0.006668975911642949,-0.0066913128967627244,96751.89041958307,96723.24853810783,96664.92270880232,96677.55993768721,35.21005030033406,0.0,10.035959589228902,-201.44724911752593,11.806890236235606,-12.637228884894284,70.44389855260842,-83.0811274375027,97416.20743669411,96087.57340247203,96751.89041958307,-0.13629162076285314,1.3732383196444056,200.78090909903676,0.0025159999612799455,22033404239.126263,24463014981.691387,-2576704432430.9404,-0.0,-141301574.3778932,1917676608632.3281,0.991134625094037,0.9912621996389981,0.8764109706131988
2025-02-09 15:04:06.468,96162.13377205859,23728640906.73392,1906106926795.6362,0.0026655344277102255,0.002661988191164255,96734.04965020806,96686.36499306731,96587.57056468789,96639.38022171472,40.989613188346425,18.784558725289735,10.195197559043573,-128.1105477148514,12.250739049597863,-51.809657026824425,45.993187436721854,-97.80284446354628,97440.27495529929,96027.82434511684,96734.04965020806,0.09508964488634371,1.4601379920409585,204.69956241420363,0.0025637461472871647,21697709264.289707,24393074593.6002,-1342026865528.1343,0.0,-65530530.96080322,1917324127787.234,0.9941495541473505,0.9940877500712776,1.0936012008321423
2025-02-09 16:01:09.843,96498.54652003417,23579923703.93695,1913813618179.823,0.003498391048320615,0.003492285912980009,96726.68446127036,96638.86742534112,96573.87455781808,96628.9480956643,47.612398720884116,43.504141767456005,20.762900164248546,-49.86932245247412,11.716772157357427,-55.073537846212275,25.77984238013503,-80.8533802263473,97439.47736055106,96013.89156198966,96726.68446127036,0.33996898575560547,1.473828867908945,214.10764709715937,0.0026749304578452832,21529585544.663826,24315631651.72751,-17082037553.25122,0.0,145741303.26561242,1917286631858.5833,0.9981885787857429,0.9976414167144586,1.0952335173856287
2025-02-09 17:04:12.396,96458.06093493411,23429213696.988644,1912661115505.2324,-0.0004195460611591262,-0.0004196340952304922,96725.38087943004,96575.90827535221,96556.0570773744,96616.28978746205,46.929787416942084,40.52926406465182,34.27265485246582,-58.185525476017546,11.318461657983026,-60.232710087657324,8.577331886576559,-68.81004197423388,97440.03629004405,96010.72546881603,96725.38087943004,0.31297283940923454,1.4776998635029233,201.7060712402238,0.002650024781349154,21415327905.158646,24231210894.13333,-150148235753.77988,-0.0,72662159.6833103,1917284121579.7715,0.9975887736081964,0.9972362999032368,1.094039456259966
2025-02-09 18:08:51.218,96125.10211989976,23331648361.121193,1904378656917.0105,-0.0034518505950368317,-0.0034578219768075513,96706.5784608568,96536.7741552331,96489.756314686,96579.90551579077,41.64215354778791,16.063475751361764,33.365627194489825,-119.24527509977216,11.703978175585968,-90.14920110476669,-11.167974711692093,-78.98122639307459,97462.44173988633,95950.71518182728,96706.5784608568,0.11535613841194932,1.5632096410803498,211.08126722551836,0.002758547621615491,21426550388.293095,24145538271.941696,-1238481057948.5251,-0.0,-90366998.60115257,1916874208133.5671,0.9934812878364494,0.9939872100718319,1.088912957909874
2025-02-09 19:08:46.829,96218.25827497702,23036708422.72594,1906928203540.1707,0.0009691137176746079,0.0009686444301468811,96693.13865647848,96503.52989428426,96447.98738550002,96553.11683128605,43.558256887556304,25.749847398559147,27.44752907152421,-93.51900995804851,11.788228750536073,-105.12944578603492,-29.96026892656066,-75.16917685947426,97473.30526564461,95912.97204731235,96693.13865647848,0.19565450768969564,1.6136959043967498,202.6580449292142,0.0027707598045018946,21712918901.000496,24039935429.15924,-754982166484.8665,0.0,-58212174.1359933,1916594683074.8542,0.9949564299535802,0.9950887892553725,1.0609678287733322
2025-02-09 20:03:51.775,96096.82739593633,21356462271.22973,1903828632107.1768,-0.0012620357218862122,-0.0012628327596324596,96675.25772520054,96477.14372350037,96393.96277172098,96519.31761385275,41.63904595770347,15.720463167874435,19.177928772598417,-108.19636473228896,12.140634417254429,-125.35484213176824,-49.03918356760218,-76.31565856416606,97492.02183823139,95858.4936121697,96675.25772520054,0.14590123388393275,1.689706616252319,196.85610450860563,0.002781989821264405,21734116852.968647,23784366556.97548,-1017603855100.5771,-0.0,-4627428.136874724,1916148978786.6296,0.9935702563757571,0.9940167697208689,0.9826238818768781
2025-02-09 21:03:53.818,96325.2632461819,23209059872.5124,1908216372369.6587,0.002377142476352345,0.0023743215427991515,96663.04980963559,96448.48224068266,96383.39361394574,96504.9432162475,46.42161897713757,34.58774743918581,25.3526860018731,-61.09101396600921,11.784643533573744,-121.5496023017622,-63.541267314434194,-58.00833498732801,97492.96935496181,95833.13026430937,96663.04980963559,0.29649439192270705,1.717139169435752,199.1118006326747,0.00282508511246116,21845486793.595203,23729575444.16947,-114834543603.67053,0.0,28218623.77974525,1915852563504.9106,0.9960142073139062,0.9965055254917063,1.0624189834633018
